Gene Name	Gene ID	Protein ID(s)	Description	set1_Amount PSMs	set2_Amount PSMs	set1_Amount Peptides	set2_Amount Peptides	set1_Amount Unique peptides	set2_Amount Unique peptides	set1_q-value	set2_q-value	set1_MS1 precursor area	set2_MS1 precursor area	1_set1_tmt16plex_126	2_set1_tmt16plex_127N	3_set1_tmt16plex_127C	4_set1_tmt16plex_128N	5_set1_tmt16plex_128C	6_set1_tmt16plex_129N	IS_set1_tmt16plex_129C	HC2_set1_tmt16plex_130N	HC3_set1_tmt16plex_130C	HC4_set1_tmt16plex_131N	IS_set1_tmt16plex_131C	17_set1_tmt16plex_132N	18_set1_tmt16plex_132C	19_set1_tmt16plex_133N	20_set1_tmt16plex_133C	IS_set1_tmt16plex_134N	IS_set2_tmt16plex_126	7_set2_tmt16plex_127N	8_set2_tmt16plex_127C	9_set2_tmt16plex_128N	10_set2_tmt16plex_128C	11_set2_tmt16plex_129N	12_set2_tmt16plex_129C	13_set2_tmt16plex_130N	14_set2_tmt16plex_130C	15_set2_tmt16plex_131N	16_set2_tmt16plex_131C	IS_set2_tmt16plex_132N	HC5_set2_tmt16plex_132C	HC6_set2_tmt16plex_133N	HC7_set2_tmt16plex_133C	HC9_set2_tmt16plex_134N	set1_Amount fully quanted PSMs	set1_tmt16plex_126 - Amount quanted PSMs	set1_tmt16plex_127N - Amount quanted PSMs	set1_tmt16plex_127C - Amount quanted PSMs	set1_tmt16plex_128N - Amount quanted PSMs	set1_tmt16plex_128C - Amount quanted PSMs	set1_tmt16plex_129N - Amount quanted PSMs	set1_tmt16plex_129C - Amount quanted PSMs	set1_tmt16plex_130N - Amount quanted PSMs	set1_tmt16plex_130C - Amount quanted PSMs	set1_tmt16plex_131N - Amount quanted PSMs	set1_tmt16plex_131C - Amount quanted PSMs	set1_tmt16plex_132N - Amount quanted PSMs	set1_tmt16plex_132C - Amount quanted PSMs	set1_tmt16plex_133N - Amount quanted PSMs	set1_tmt16plex_133C - Amount quanted PSMs	set1_tmt16plex_134N - Amount quanted PSMs	set2_Amount fully quanted PSMs	set2_tmt16plex_126 - Amount quanted PSMs	set2_tmt16plex_127N - Amount quanted PSMs	set2_tmt16plex_127C - Amount quanted PSMs	set2_tmt16plex_128N - Amount quanted PSMs	set2_tmt16plex_128C - Amount quanted PSMs	set2_tmt16plex_129N - Amount quanted PSMs	set2_tmt16plex_129C - Amount quanted PSMs	set2_tmt16plex_130N - Amount quanted PSMs	set2_tmt16plex_130C - Amount quanted PSMs	set2_tmt16plex_131N - Amount quanted PSMs	set2_tmt16plex_131C - Amount quanted PSMs	set2_tmt16plex_132N - Amount quanted PSMs	set2_tmt16plex_132C - Amount quanted PSMs	set2_tmt16plex_133N - Amount quanted PSMs	set2_tmt16plex_133C - Amount quanted PSMs	set2_tmt16plex_134N - Amount quanted PSMs
PSMA5	ENSG00000143106.13	ENSP00000271308.4;ENSP00000440618.1	proteasome 20S subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:9534]	4	11	4	9	4	9	0.0	0.0	389708562.1588542	1384546178.9898007	-0.0285300826087127	-0.103528954103675	0.421956792454838	-0.010280907157254	-0.367257832031735	0.661147072813717	-0.00254356469863026	-0.429127137384661	-0.700685668123486	-0.620360793996994	-0.0538337370893966	-0.123636150210201	0.22726741398388	0.14648522314061	0.284477753363497	0.0503436336324645	-0.00527329998588755	-0.323536113101483	0.163572832764189	-0.311042249266475	0.0364455786816826	0.992787032368103	1.11900138130842	-0.193583940826983	-0.0688872098037017	-0.240714048627524	0.602749780485155	0.00527329998588222	-0.589474419596986	-0.411342877160259	-0.721179928227944	-0.666323283070813	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11
CYP3A43	ENSG00000021461.18	ENSP00000486759.1;ENSP00000346887.3;ENSP00000416581.1;ENSP00000415221.1;ENSP00000401521.1;ENSP00000400316.1;ENSP00000405557.1;ENSP00000222382.5;ENSP00000312110.5;ENSP00000411653.1	cytochrome P450 family 3 subfamily A member 43 [Source:HGNC Symbol;Acc:HGNC:17450]	NA	1	NA	1	NA	1	NA	0.0	NA	80520705.23046875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.000741413929805645	0.234711355044897	0.453531732031253	-0.0948385339599938	0.171134532274742	-0.351210233745451	0.770360310072004	-0.0957217055995976	0.309512833148403	0.13102405821779	0.7354289933212	0.000741413929803869	0.0783962142410726	-0.315900990827569	-0.160922100447397	-0.0814994253947408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GABARAP	ENSG00000170296.10	ENSP00000306866.5;ENSP00000460855.1;ENSP00000460489.1;ENSP00000461882.1;ENSP00000459345.1;ENSP00000458476.1	GABA type A receptor-associated protein [Source:HGNC Symbol;Acc:HGNC:4067]	1	1	1	1	1	1	0.0	0.0	55624440.6171875	155235095.1875	-0.0154879990756971	-0.289004867242895	0.0298770317114148	-0.360652023436671	-0.0854584432870764	-0.0621786375260589	-0.00321894783244048	0.0936037655384325	0.139239990652314	0.98566177042416	0.0565476901432262	-0.0846322950036331	-0.102106332100155	-0.38473395756623	-0.0817879282148493	-0.0544514559085441	-0.035102485802323	0.0449936999206351	0.439368232053923	0.312348186888556	0.0162566310644898	0.18678260314006	-0.018877297478447	0.0401213200206243	0.309684723598608	-0.325984980982035	0.191210593472437	0.0351024858023248	0.0151798199300366	-0.032774513077694	-0.317253032470251	0.306720802757901	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EIF5A	ENSG00000288145.1	ENSP00000500669.1;ENSP00000499855.1;ENSP00000500228.1;ENSP00000499995.1;ENSP00000500624.1;ENSP00000500717.1;ENSP00000500847.1;ENSP00000500543.1;ENSP00000500414.1;ENSP00000336702.7;ENSP00000459196.1;ENSP00000461688.1;ENSP00000459611.1;ENSP00000336776.8;ENSP00000390677.2;ENSP00000458269.1;ENSP00000460284.1;ENSP00000396073.2	eukaryotic translation initiation factor 5A [Source:HGNC Symbol;Acc:HGNC:3300]	4	2	3	2	1	1	0.0	0.0	400749202.171875	5276203281.621094	0.0265576021894951	0.0676018079492149	0.364727599026271	0.408876125974709	0.075741599214413	0.280901499365462	0.0152303348601652	-0.284833407686863	0.136177401338673	0.165399365186202	-0.0231746722897608	0.0740950109560892	0.116491942781281	-0.0173260777502833	0.292921457286239	0.00682162383184437	-0.0256023662586919	-0.30198126503112	-0.272678122867784	0.38642824610621	0.0156882609566331	0.394551802134618	0.141328632821914	-0.241615769210078	0.0737215953487009	-0.609715157717108	-1.12924456149175	0.0256023662586866	-1.1611526384144	-0.33243584015873	-0.551671305393622	-0.592301677924112	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HYOU1	ENSG00000280682.3	ENSP00000486825.1;ENSP00000486718.1;ENSP00000486458.1;ENSP00000485827.1;ENSP00000498859.1;ENSP00000487018.1;ENSP00000486966.1;ENSP00000485927.1;ENSP00000487387.1;ENSP00000486231.1;ENSP00000486257.1;ENSP00000486396.1;ENSP00000486747.1;ENSP00000487063.1;ENSP00000486534.1;ENSP00000486491.1;ENSP00000480150.1;ENSP00000480248.1;ENSP00000483106.1;ENSP00000498353.1;ENSP00000467866.2;ENSP00000484186.1;ENSP00000442727.2;ENSP00000431874.1;ENSP00000462951.1;ENSP00000463318.1;ENSP00000464026.1;ENSP00000463515.1;ENSP00000463742.2;ENSP00000479845.1;ENSP00000484622.1	hypoxia up-regulated 1 [Source:HGNC Symbol;Acc:HGNC:16931]	25	28	17	18	16	17	0.0	0.0	21822703879.694744	6514265645.876546	0.0614852920173394	0.181824422545123	0.0217832429780707	-0.189807760596562	-0.0265435905433717	-0.343116332590866	0.016379482783087	0.233722995074356	-0.165465032231205	-0.20707945014667	-0.0169142296320963	0.114055307159859	0.0794990358638019	0.292719161871226	-0.0389421162075347	0.0109545263424886	-0.0112868327067712	0.105574483107953	-0.330502305666709	-0.0124518217595373	0.228120113493416	0.0590773820281409	0.281203101264513	0.277592133841076	0.043970921403564	-0.0284871378706786	-0.147419832024479	0.0112868327067677	-0.125303070098036	0.0183906519468238	-0.148186579135061	0.0902756103169065	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26
PSMB10	ENSG00000205220.12	ENSP00000351314.4;ENSP00000463811.1	proteasome 20S subunit beta 10 [Source:HGNC Symbol;Acc:HGNC:9538]	3	4	3	4	2	3	0.0	0.0	90928241.14697266	237829918.54947916	0.0843504292295334	0.0847011937188302	0.336280512324048	-0.0133280346267366	-0.0288498480813839	0.238340067561321	0.0273635908710634	-0.488484359507463	-0.580226651633082	-0.337360022505928	-0.0840048397512048	-0.00545990539134689	0.0278807119145537	0.210839171954395	0.159916094633836	0.0555185352823866	0.115254836260494	-0.202900553732121	0.265759851637696	-0.121312104437969	0.235102361557066	0.064480060484069	0.825915210458035	-0.169151408248283	-0.187597481702131	-0.117874230259996	0.772926858209672	-0.115254836260496	-0.17250757364955	-0.592387554026967	-0.51416192740329	-0.332344719926962	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
MMP7	ENSG00000137673.9	ENSP00000260227.4	matrix metallopeptidase 7 [Source:HGNC Symbol;Acc:HGNC:7174]	NA	2	NA	2	NA	1	NA	0.0	NA	179489009.6640625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.146382031206159	-0.593640191585296	-0.277550747916859	0.36991523344987	-0.237382020629106	-0.3098183759533	-0.106637359127459	-0.191105061300245	0.0961112982711434	0.335160578022618	-0.299647384620572	-0.146382031206159	-0.121328902662157	0.242658965593758	-0.049692901974856	0.0816938224302746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ST6GAL1	ENSG00000073849.16	ENSP00000169298.3;ENSP00000412221.2;ENSP00000397273.1;ENSP00000412821.1;ENSP00000503457.1;ENSP00000400547.1;ENSP00000399525.1;ENSP00000407631.1;ENSP00000416163.1;ENSP00000390793.1;ENSP00000504448.1;ENSP00000388928.1;ENSP00000389337.1;ENSP00000414504.2;ENSP00000411518.1;ENSP00000388789.1;ENSP00000415886.1;ENSP00000403063.1	ST6 beta-galactoside alpha-2,6-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10860]	2	4	2	3	2	3	0.0	0.0	254082613.91210938	251930339.25720215	0.0227570755340496	-0.15836816686627	0.214389984616864	0.278638682369793	-0.0867270070530548	0.0463041096074406	0.0589068487730868	0.160183310429622	-0.205611798353821	-0.311986183981904	0.0239658017844793	-0.205064899082631	0.131966132081429	0.00791922387868116	-0.118854034878625	-0.0839953641553191	-0.0271026899250906	-0.217423913577589	-0.0669010597911353	0.13261811350274	0.0830273073148007	-0.0320504782971138	0.383143525218411	0.0944094395704784	0.240543556699267	-0.0582045497313235	-0.403383291691214	0.027102689925087	-0.287524154778129	-0.167776537425949	-0.144120148146973	-0.541916143710804	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
POF1B	ENSG00000124429.18	ENSP00000262753.4;ENSP00000362238.3	POF1B actin binding protein [Source:HGNC Symbol;Acc:HGNC:13711]	1	2	1	2	1	2	0.0	0.0	30277784.765625	1456163454.8911133	-0.150491057515374	0.127240715884616	0.0845471137748479	1.22153113877365	-0.01826336931141	-0.0116737278182706	-0.05352089704264	-0.219155514056801	-0.187260341875771	-0.233013625924302	0.0644936560440073	-0.000658185697465896	-0.0894176113814895	0.247549565833461	-0.0255649781630503	-0.012095472599122	0.010848581609368	0.631209931294848	-0.913425370094354	-0.948924028060497	-0.299713404405905	-1.03478773807791	-0.582004728398759	0.610663112657514	-0.805825980170217	1.04616785631163	-0.601828653374152	-0.0108485816093697	-0.823219604304164	-0.851643884291472	-0.403753550232656	-0.842314182833002	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
XDH	ENSG00000158125.10	ENSP00000368727.3	xanthine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:12805]	1	NA	1	NA	1	NA	0.0	NA	1039185606.0339355	NA	0.37094723152936	0.312038613810278	0.466776681375917	0.34265736156649	0.542914297351021	0.541598369411246	0.00428300118805325	-0.105835800405481	-0.173073051550329	-0.153415549874206	0.0170953350124421	-0.0712173871357926	0.0752044154515454	0.267454700122466	0.66879426948546	-0.0225010497982536	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSN	ENSG00000148180.21	ENSP00000362929.2;ENSP00000362914.3;ENSP00000404226.2;ENSP00000409358.2;ENSP00000489067.1;ENSP00000377882.3;ENSP00000445823.1;ENSP00000362924.4;ENSP00000362912.2	gelsolin [Source:HGNC Symbol;Acc:HGNC:4620]	594	848	60	60	60	60	0.0	0.0	422887746776.85834	82621556878.37334	0.114807693008154	0.1087088893192	-0.270630741091706	-0.176146170176662	0.0583146360100146	-0.256559282848725	0.0170538996148384	0.9764019304817	0.543661333718235	0.330096663110122	-0.00871361807691606	0.067916388584587	-0.173263532654018	-0.301518615432526	-0.257539118779611	-0.00256514362114402	0.00353130377319744	0.0290562881130576	-0.269523338712727	-0.240121349484088	0.0183990009979915	-0.434304035782962	-0.358978799613762	-0.147978713532499	-0.041322779012603	-0.174635113762239	-0.308373219524803	-0.00353130377319566	0.399373530562642	0.686843745743314	0.640522117539497	0.840217419591387	590	590	590	590	590	590	590	590	590	590	590	590	590	590	590	590	590	837	837	837	837	837	837	837	837	837	837	837	837	837	837	837	837	837
SERPINB12	ENSG00000166634.7	ENSP00000269491.1;ENSP00000372218.1	serpin family B member 12 [Source:HGNC Symbol;Acc:HGNC:14220]	1	1	1	1	1	1	0.0	0.0	408135307.859375	68511815.90625	-0.375773031307597	-0.510373096799395	-0.148993907471375	1.28627693320843	-0.512159367479675	-0.158520265717093	0.00403854909622225	0.361778772309659	0.489613837445976	0.45628765681221	0.000800920573752251	-0.897777004877735	-0.162028545433059	-0.715628111852695	-0.302996628084175	-0.00596218326773279	0.0206739687784889	0.219446739054412	0.0643863380586289	-0.516126417581479	-0.281053833881408	-0.591991126318071	-0.267748624090608	0.807362209514174	-0.12987449918695	0.86060056576747	1.97853227683814	-0.0206739687784872	0.306885208368431	-0.238846234950845	0.396582388478521	-0.615812434474861	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NAGK	ENSG00000124357.13	ENSP00000389087.2;ENSP00000436326.1;ENSP00000408550.1;ENSP00000396070.3;ENSP00000404531.3;ENSP00000411846.3;ENSP00000244204.5;ENSP00000400941.2;ENSP00000435207.2;ENSP00000435437.1;ENSP00000431204.1;ENSP00000437192.1;ENSP00000477639.1	N-acetylglucosamine kinase [Source:HGNC Symbol;Acc:HGNC:17174]	2	2	2	2	2	2	0.0	0.0	2045519258.7094727	254671645.59765625	0.0338302797774688	0.241632385533677	0.522580620767831	0.0599308479851466	0.34561733495866	0.0369019309802523	0.0512273844794944	-0.139604598311401	0.119046440807786	0.0732648665987039	-0.0832386517114649	0.0122966944222078	0.134548165073444	0.163701203752966	0.100094040266086	0.0308885536342176	0.0833426426427639	0.189191780495197	0.0590955138835554	0.133625820349391	0.105496090736532	0.372262013748463	0.303331933966358	0.574029374579915	0.0804481543382298	-0.132821383736142	0.28007713626122	-0.0833426426427692	-0.0748134099556452	-0.387059189194265	-0.0770465832085625	-0.440898886013192	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
ITLN1	ENSG00000179914.5	ENSP00000323587.3	intelectin 1 [Source:HGNC Symbol;Acc:HGNC:18259]	NA	6	NA	5	NA	2	NA	0.0	NA	243077809.7359619	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0176564940468218	0.315373687363238	-0.386295758989594	-0.177875224778449	0.530139870172771	-0.0826149206494584	0.380099589158581	0.182252504097054	0.272700084397581	0.506511186730831	0.138655374158934	0.0176564940468236	0.161298780110522	0.426922783402819	0.156969154397467	0.452178335880712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
ACLY	ENSG00000131473.17	ENSP00000466259.1;ENSP00000253792.2;ENSP00000345398.1;ENSP00000445349.1;ENSP00000377474.1;ENSP00000464717.1;ENSP00000468705.1	ATP citrate lyase [Source:HGNC Symbol;Acc:HGNC:115]	5	4	4	4	4	4	0.0	0.0	166723683.4494629	1180941404.1690216	-0.311301248857033	-0.0564876693217293	0.506888548799278	0.385682694420066	-0.109603025323774	0.00968027413336525	0.0129234330426193	-0.0192355968157969	-0.242174006179015	-0.0293174318563008	-0.0104774496722957	-0.0486294086744614	0.0825980484787179	0.0499554039114685	0.0455921346683166	-0.0232148757712887	-0.00250810725084172	-0.00696142578028436	0.306859740858892	0.0261708533062563	-0.167242563276858	0.215892921614342	-0.0285491174398906	0.118160338489588	0.195052590561939	-0.107654647464621	0.187591836094548	0.00250810725083994	0.0119201742983073	-0.19624467651828	-0.0542006053632278	-0.0139288264043511	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
MVP	ENSG00000013364.19	ENSP00000455819.1;ENSP00000378760.1;ENSP00000455741.1;ENSP00000349977.5;ENSP00000455186.1;ENSP00000457734.1;ENSP00000454825.1;ENSP00000455532.1;ENSP00000454819.1;ENSP00000456291.1;ENSP00000457685.1;ENSP00000486166.1;ENSP00000458583.1	major vault protein [Source:HGNC Symbol;Acc:HGNC:7531]	1	NA	1	NA	1	NA	0.0	NA	451211562.3087921	NA	0.232444784971808	0.348420330027368	1.03545246639405	0.705961052358555	0.42482661022681	0.386607681683137	0.0141436799192114	-0.355866129565266	-0.0214756876232425	-0.215456284686907	0.0470138054022193	0.252414492019739	0.143795907744686	0.359049736578637	0.590959517375035	-0.0622801989191855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MDH1	ENSG00000014641.21	ENSP00000446395.2;ENSP00000386743.1;ENSP00000399004.1;ENSP00000233114.8;ENSP00000438144.3;ENSP00000386719.1;ENSP00000394504.1;ENSP00000409027.1;ENSP00000400937.1;ENSP00000410073.2	malate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:6970]	1	5	1	4	1	4	0.0	0.0	170132872.0	822360359.1066895	-0.429838961963382	-0.228107339798719	-0.449611261650912	-0.629752548960006	-0.462793679284995	-0.108606513528705	-0.132451863558448	0.0182173500056706	0.0598713005157805	1.52392010557485	0.0327677170471148	-0.190285685030755	-0.41746980561745	-0.430262742127937	-0.272614161450617	0.0985614329135709	0.00489257275485144	-0.121033529057243	-0.64200352941231	-0.0752745477507553	0.177254435300121	0.471903929851116	-0.0982348365210797	0.1375055337239	0.291315046154104	-0.403027189266393	0.881514858221312	-0.00489257275485322	-0.511816491819824	-0.232296237290203	-0.219865395090938	-0.52193262229726	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
DPYD	ENSG00000188641.14	ENSP00000359211.3;ENSP00000307107.5	dihydropyrimidine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:3012]	2	4	2	4	2	4	0.0	0.0	110905615.66699219	482100736.53637695	0.0745947611233575	0.210295608918635	0.151521921652277	0.00267165184705576	-0.0726265513280717	0.481163089920602	0.0374038843944842	0.0450227993665759	-0.305005115759823	-0.199926005346224	-0.0572142130843858	0.225095829891982	0.203358792679981	-0.145519010723664	0.304590049458017	0.0186876150921416	-0.00347158033665451	-0.212223054953553	0.0761939122817958	0.0567610441832649	-0.019864742863815	0.292750123372183	-0.0629951520996954	-0.0759931877021689	-0.0216736778684172	-0.200951832254649	0.156199858712747	0.00347158033665451	-0.111568161414114	0.10881005331661	-0.14428856347635	-0.379010056479506	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
F13B	ENSG00000143278.5	ENSP00000497116.1;ENSP00000356382.2	coagulation factor XIII B chain [Source:HGNC Symbol;Acc:HGNC:3534]	210	168	38	37	38	37	0.0	0.0	25116209743.93034	188423184651.83618	0.239256800669034	0.0513279597297345	0.223750805309857	0.124445452332161	0.183138316021229	-0.154117818209712	0.00435878098904752	0.354671111501599	0.127157283054862	-0.0428939527262369	-0.0127126572288248	0.00688100946544523	-0.0505253749093866	-0.0466792351271508	-0.0321650204129309	0.0163103278854146	0.00394775520720003	0.0162647316945446	-0.112020592533218	0.0700723558558476	0.0636641892322896	-0.155712116563849	-0.0301484716762914	-0.0574871047024752	-0.171671646705885	0.12464374204694	-0.218926517618027	-0.00394775520720181	0.31942203915253	0.272847718970098	0.148611684397245	0.230366867502511	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168
DSC1	ENSG00000134765.10	ENSP00000257197.3;ENSP00000257198.6	desmocollin 1 [Source:HGNC Symbol;Acc:HGNC:3035]	8	7	6	7	6	7	0.0	0.0	3629610089.946737	1244346393.8044434	0.240334143730047	0.332438759612366	-0.103858139930653	0.0435595025549187	0.273928323323461	-0.20695190446824	-0.0111293219851163	-0.084455529763277	0.399733576071954	0.292447208654922	-0.0345253763039644	-0.0256008460534805	-0.114833397033006	-0.0963532703220373	-0.210649327314668	0.0293472932827958	-0.0557900663996449	0.863574243998809	0.0984559274822239	-0.49004103092911	-0.299706965599228	-0.622799206545007	-0.0378863531032358	0.21935259160399	-0.234995683940358	0.64218390624195	0.278692948886603	0.0557900663996431	0.0832028779554754	0.0714577810356403	0.0767768976922589	0.0427163675524262	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
PDGFRB	ENSG00000113721.14	ENSP00000261799.4;ENSP00000430026.1;ENSP00000429218.1;ENSP00000430715.1	platelet derived growth factor receptor beta [Source:HGNC Symbol;Acc:HGNC:8804]	7	12	7	9	7	9	0.0	0.0	2761225744.233724	1518792263.3089192	-0.409806595172858	0.227699048682846	-0.588913310116162	0.0493616765969946	0.0377872234865082	0.092990878023028	0.013122917392888	0.749124789113797	0.417058119569255	0.333311633123529	0.0189807506686535	0.391515422650688	-0.0762412764662974	-0.497146484264196	-0.388425336215446	-0.0141163649487863	0.00669809164231872	0.0540394882305302	0.153553224071116	0.0189512627819681	-0.0668689468190271	-0.0404744229436629	-0.0370362495036733	-0.0417245497772925	-0.19107623450086	0.266618402050053	0.11304382012764	-0.00669809164232049	0.208898552305095	0.158438961996216	-0.177454703387856	0.52568710638885	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12
IGFBP5	ENSG00000115461.5	ENSP00000233813.4;ENSP00000413474.1	insulin like growth factor binding protein 5 [Source:HGNC Symbol;Acc:HGNC:5474]	8	15	7	10	7	10	0.0	0.0	312816845.3984375	1513039274.1865234	0.201542069921842	0.284369446672134	0.21555479727097	-0.0917596473029043	-0.127138073333578	-0.173466493999915	-0.0241898094507169	0.263419569098352	0.691728970842687	0.688387580068504	0.0522871206440305	-0.250286830918546	-0.0588028777481986	-0.397525577764039	-0.297885006858541	-0.0806647757589714	0.0157535291233835	0.0627889994292872	0.253518008947868	-0.391429754308536	-0.287912935657729	-0.262175388145604	-0.204705027869789	-0.176638236054643	-0.43089357572299	0.0919298308073877	-0.141501206274555	-0.0157535291233888	0.549747891503255	0.205478374468374	0.333474765016877	0.505144598127153	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15
IGHV4-34	ENSG00000276491.2	ENSP00000482820.2;ENSP00000375025.2	immunoglobulin heavy variable 4-34 [Source:HGNC Symbol;Acc:HGNC:5650]	NA	5	NA	3	NA	1	NA	0.0	NA	756726391.0820312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000496988163078527	0.0740987762076522	0.24751042404252	-0.100401212554967	-0.542641265098812	1.38837075066395	-0.428066843376122	-0.618793943930502	-0.243849538328252	0.415179241261004	0.372080527894525	-0.00049698816307675	-0.565755385365986	-0.45677799258025	-0.636892442993243	-0.397035437482032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SEZ6L2	ENSG00000174938.15	ENSP00000319215.6;ENSP00000310206.3;ENSP00000312550.5;ENSP00000439412.1;ENSP00000481917.1;ENSP00000454654.1;ENSP00000458490.1	seizure related 6 homolog like 2 [Source:HGNC Symbol;Acc:HGNC:30844]	1	5	1	4	1	4	0.0	0.0	151359297.0625	573018337.8847656	-0.114965965592068	-0.148314682696252	-0.362703378339763	-0.211988375377036	0.102932710969143	-0.0187554987688214	0.086373055054402	0.170554877644935	0.783648602909832	0.572779624878825	0.00383834161582186	0.126121710404473	-0.0263401540994144	0.090570428569535	-0.00841426394260658	-0.0913341102679857	-0.0141848834663527	-0.0157401034381621	0.0833109064898174	-0.105123769428623	0.0442503267552041	-0.277537459804872	-0.0279065481668042	0.118584864438152	-0.00979873337244186	0.0251044847796535	0.24399153987299	0.0141848834663509	0.0929305078295393	-0.137883699693781	0.146591582990922	0.215787332955717	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
